time,cpu,mem,storage
1686852273,0.00,286,1487
1686852275,0.00,286,1487
1686852276,0.00,286,1487
1686852277,0.00,286,1487
1686852278,0.00,286,1487
1686852279,0.00,286,1487
1686852280,0.00,286,1487
1686852282,6.70,286,1487
1686852283,0.00,286,1487
1686852284,0.00,286,1487
1686852285,0.00,286,1487
1686852286,0.00,286,1487
1686852287,0.00,286,1487
1686852289,0.00,286,1487
1686852290,0.00,286,1487
1686852291,0.00,286,1487
1686852292,0.00,286,1487
1686852293,0.00,286,1487
1686852294,0.00,286,1487
1686852296,0.00,286,1487
1686852297,0.00,286,1487
1686852298,0.00,286,1487
1686852299,0.00,286,1487
1686852300,0.00,286,1487
1686852302,0.00,286,1487
1686852303,0.00,286,1487
1686852304,0.00,286,1487
1686852305,0.00,286,1487
1686852306,0.00,286,1487
1686852307,0.00,286,1487
1686852309,0.00,286,1487
1686852310,0.00,286,1487
1686852311,6.20,286,1487
1686852312,0.00,286,1487
1686852313,0.00,286,1487
1686852314,0.00,286,1487
1686852316,0.00,286,1487
1686852317,0.00,286,1487
1686852318,0.00,286,1487
1686852319,0.00,286,1487
1686852320,0.00,286,1487
1686852321,0.00,286,1487
1686852323,0.00,286,1487
1686852324,13.40,286,1487
1686852325,0.00,286,1487
1686852326,0.00,286,1487
1686852327,0.00,286,1487
1686852329,0.00,286,1487
1686852330,0.00,286,1487
1686852331,0.00,286,1487
1686852332,0.00,286,1487
1686852333,0.00,286,1487
1686852334,0.00,286,1487
1686852336,0.00,286,1487
1686852337,0.00,286,1487
1686852338,0.00,286,1487
1686852339,0.00,286,1487
1686852340,0.00,286,1487
1686852341,0.00,286,1487
1686852343,0.00,286,1487
1686852344,6.70,286,1487
1686852345,0.00,286,1487
1686852346,0.00,286,1487
1686852347,0.00,286,1487
1686852348,0.00,286,1487
1686852350,0.00,286,1487
1686852351,0.00,286,1487
1686852352,0.00,286,1487
1686852353,0.00,286,1487
1686852354,0.00,286,1487
1686852356,0.00,286,1487
1686852357,0.00,286,1487
1686852358,0.00,286,1487
1686852359,0.00,286,1487
1686852360,0.00,286,1487
1686852361,0.00,286,1487
1686852363,0.00,286,1487
1686852364,0.00,286,1487
1686852365,0.00,286,1487
1686852366,0.00,286,1487
1686852367,0.00,286,1487
1686852368,0.00,286,1487
1686852370,0.00,286,1487
1686852371,6.70,286,1487
1686852372,6.20,286,1487
1686852373,0.00,286,1487
1686852374,0.00,286,1487
1686852375,0.00,286,1487
1686852377,0.00,286,1487
1686852378,6.70,286,1487
1686852379,0.00,286,1487
1686852380,0.00,286,1487
1686852381,0.00,286,1487
1686852383,0.00,286,1487
1686852384,0.00,286,1487
1686852385,0.00,286,1487
1686852386,0.00,286,1487
1686852387,0.00,286,1487
1686852388,0.00,286,1487
1686852390,0.00,286,1487
1686852391,0.00,286,1487
1686852392,0.00,286,1487
1686852393,0.00,286,1487
