time,cpu,mem,storage
1686854098,27.90,117,2530
1686854099,16.70,117,2530
1686854101,23.50,116,2530
1686854102,27.90,116,2530
1686854103,35.40,116,2530
1686854104,44.70,117,2530
1686854106,22.30,117,2530
1686854107,21.10,116,2530
1686854108,27.90,116,2530
1686854110,27.90,116,2530
1686854111,26.40,117,2530
1686854112,22.30,117,2530
1686854113,21.10,117,2530
1686854115,29.40,116,2530
1686854116,29.50,117,2530
1686854117,35.30,116,2530
1686854118,15.80,116,2530
1686854120,27.90,116,2530
1686854121,17.70,117,2530
1686854122,44.70,116,2530
1686854124,16.80,116,2530
1686854125,27.90,116,2530
1686854126,11.80,116,2530
1686854127,33.50,116,2530
1686854129,11.80,116,2530
1686854130,16.70,115,2530
1686854131,15.80,116,2530
1686854132,29.40,116,2530
1686854134,21.10,116,2530
1686854135,17.70,116,2530
1686854136,29.40,116,2530
1686854138,29.50,116,2530
1686854139,33.50,116,2530
1686854140,27.90,116,2530
1686854141,33.40,116,2530
1686854143,29.50,116,2530
1686854144,23.50,116,2530
1686854145,27.80,116,2530
1686854146,33.50,116,2530
1686854148,29.40,116,2530
1686854149,17.70,116,2530
1686854150,27.80,116,2530
1686854151,35.30,116,2530
1686854153,22.30,116,2530
1686854154,22.30,115,2530
1686854155,17.70,116,2530
1686854157,22.30,116,2530
1686854158,27.90,116,2530
1686854159,23.60,116,2530
1686854160,22.30,116,2530
1686854162,17.60,116,2530
1686854163,15.80,116,2530
1686854164,27.90,116,2530
1686854165,22.30,116,2530
1686854167,23.50,116,2530
1686854168,16.70,116,2530
1686854169,22.30,116,2530
1686854171,35.30,116,2530
1686854172,22.30,116,2530
1686854173,16.70,116,2530
1686854174,27.90,116,2530
1686854176,35.30,116,2530
1686854177,11.80,116,2530
1686854178,35.30,116,2530
1686854179,16.70,116,2530
1686854181,22.30,116,2530
1686854182,21.10,117,2530
1686854183,17.70,116,2530
1686854184,27.80,116,2530
1686854186,15.80,116,2530
1686854187,17.70,116,2530
1686854188,23.50,116,2530
1686854190,16.70,116,2530
1686854191,29.50,116,2530
1686854192,11.80,116,2530
1686854193,27.90,116,2530
1686854195,29.40,116,2530
1686854196,23.50,116,2530
1686854197,35.30,116,2530
1686854198,27.90,116,2530
1686854200,42.20,116,2530
1686854201,29.40,116,2530
1686854202,22.30,116,2530
1686854204,29.40,116,2530
1686854205,33.50,116,2530
1686854206,23.50,116,2530
1686854207,22.30,116,2530
1686854209,29.40,116,2530
1686854210,27.90,116,2530
1686854211,22.30,116,2530
1686854212,27.90,115,2530
1686854214,17.70,116,2530
1686854215,29.40,116,2530
1686854216,23.60,116,2530
1686854217,29.40,115,2530
1686854219,38.90,115,2530
1686854220,16.70,115,2530
1686854221,22.30,116,2530
1686854223,27.90,115,2530
1686854224,29.50,115,2530
1686854225,22.30,116,2530
1686854226,11.10,116,2530
1686854228,16.70,116,2530
1686854229,23.60,116,2530
1686854230,22.30,116,2530
1686854231,33.50,116,2530
1686854233,33.50,116,2530
1686854234,41.20,116,2530
1686854235,22.30,116,2530
1686854237,22.30,116,2530
1686854238,23.60,116,2530
1686854239,22.30,116,2530
1686854240,39.10,116,2530
1686854242,21.10,116,2530
1686854243,27.80,115,2530
1686854244,17.70,116,2530
1686854245,17.70,116,2530
1686854247,17.70,116,2530
1686854248,22.30,116,2530
1686854249,22.30,115,2530
1686854250,27.90,115,2530
1686854252,11.10,115,2530
1686854253,29.40,116,2530
1686854254,27.90,116,2530
1686854256,23.50,115,2530
1686854257,23.50,116,2530
1686854258,29.50,116,2530
1686854259,23.60,116,2530
1686854261,23.50,116,2530
1686854262,21.10,116,2530
1686854263,27.90,116,2530
1686854264,22.30,116,2530
1686854266,22.30,116,2530
1686854267,16.70,115,2530
1686854268,33.50,115,2530
1686854270,22.30,116,2530
1686854271,23.50,116,2530
1686854272,17.60,116,2530
1686854273,16.70,116,2530
1686854275,22.30,116,2530
1686854276,16.70,116,2530
1686854277,41.20,116,2530
1686854278,27.90,116,2530
1686854280,21.10,116,2530
1686854281,29.40,116,2530
1686854282,23.60,116,2530
1686854283,22.30,116,2530
1686854285,23.50,116,2530
1686854286,22.30,116,2530
1686854287,33.40,116,2530
1686854289,15.80,116,2530
1686854290,27.90,116,2530
1686854291,27.90,116,2530
1686854292,17.70,116,2530
1686854294,22.30,116,2530
1686854295,29.40,116,2530
1686854296,16.70,116,2530
1686854297,29.40,116,2530
1686854299,39.10,116,2530
1686854300,23.50,116,2530
1686854301,26.40,116,2530
1686854303,27.90,116,2530
1686854304,16.70,116,2530
1686854305,22.30,116,2530
1686854306,23.60,116,2530
1686854308,27.90,116,2530
1686854309,17.70,116,2530
1686854310,21.10,116,2530
1686854311,27.90,116,2530
1686854313,22.30,116,2530
1686854314,22.30,116,2530
1686854315,23.50,116,2530
1686854317,17.70,116,2530
1686854318,44.70,116,2530
1686854319,16.70,116,2530
