time,cpu,mem,storage
1686939120,0.00,558,2936
1686939121,0.00,558,2936
1686939122,0.00,558,2936
1686939123,0.00,558,2936
1686939125,6.70,558,2936
1686939126,13.40,558,2936
1686939127,0.00,558,2936
1686939128,6.70,558,2936
1686939129,0.00,558,2936
1686939130,0.00,558,2936
1686939132,6.20,558,2936
1686939133,0.00,558,2936
1686939134,0.00,558,2936
1686939135,6.70,558,2936
1686939136,0.00,558,2936
1686939138,0.00,558,2936
1686939139,0.00,558,2936
1686939140,0.00,558,2936
1686939141,0.00,558,2936
1686939142,6.70,558,2936
1686939143,0.00,558,2936
1686939145,0.00,558,2936
1686939146,0.00,558,2936
1686939147,0.00,558,2936
1686939148,0.00,558,2936
1686939149,6.70,558,2936
1686939150,0.00,558,2936
1686939152,0.00,558,2936
1686939153,0.00,558,2936
1686939154,0.00,558,2936
1686939155,6.70,558,2936
1686939156,0.00,558,2936
1686939157,0.00,558,2936
1686939159,0.00,558,2936
1686939160,0.00,558,2936
1686939161,6.20,558,2936
1686939162,6.70,558,2936
1686939163,0.00,558,2936
1686939164,0.00,558,2936
1686939166,0.00,558,2936
1686939167,0.00,558,2936
1686939168,0.00,558,2936
1686939169,6.70,558,2936
1686939170,0.00,558,2936
1686939171,0.00,558,2936
1686939173,0.00,558,2936
1686939174,0.00,558,2936
1686939175,0.00,558,2936
1686939176,13.30,558,2936
1686939177,0.00,558,2936
1686939179,0.00,558,2936
1686939180,0.00,558,2936
1686939181,6.70,558,2936
1686939182,0.00,558,2936
1686939183,0.00,558,2936
1686939184,0.00,558,2936
1686939186,0.00,558,2936
1686939187,0.00,558,2936
1686939188,0.00,558,2936
1686939189,0.00,558,2936
1686939190,6.20,558,2936
1686939191,12.40,558,2936
1686939193,6.20,558,2936
1686939194,0.00,558,2936
1686939195,0.00,558,2936
1686939196,6.20,558,2936
1686939197,0.00,558,2936
1686939198,0.00,558,2936
1686939200,6.70,558,2936
1686939201,0.00,558,2936
1686939202,0.00,558,2936
1686939203,0.00,558,2936
1686939204,0.00,558,2936
1686939205,0.00,558,2936
1686939207,0.00,558,2936
1686939208,0.00,558,2936
1686939209,6.70,558,2936
